類別	代碼	名稱	法人進出	"人壽金控
進出"	"400張以上
增減"	"千張以上
增減"	"內部大戶
增減"	"400張以上
增減占比"	"千張以上
增減占比"	"內部大戶
增減占比"	"內部大戶
買賣超"	外資	投信	"內部大戶
半年內持股"	股價	股價漲幅
生技醫療	6452	康友-KY	-401.0	0.0	-507.0	1449	-237	-0.51%	1.45%	-0.24%	買轉賣	買轉賣			147.5	-6.35%
紡織	1460	宏遠	446.0	0.0	-289.0	-866	-1221	-0.06%	-0.17%	-0.24%	連三週賣超	連二週買超		創新低	8.26	0.12%
半導體	6533	晶心科	227.0	0.0	51.0	0	-103	0.12%	0.00%	-0.24%	買轉賣	賣轉買			121.0	-6.20%
櫃觀光	2928	紅馬-KY	159.0	0.0	0.0	0	-115	0.00%	0.00%	-0.24%	買轉賣	賣轉買			44.95	-10.10%
紡織	1467	南緯	-295.0	0.0	-2227.0	-794	-570	-0.95%	-0.34%	-0.24%	連三週賣超	買轉賣			24.55	28.20%
電腦週邊	2377	微星	2051.0	0.0	-499.0	-3463	-2083	-0.06%	-0.41%	-0.25%	連三週賣超	連三週買超	買轉賣		103.5	-7.17%
櫃生技	6446	藥華藥	120.0	0.0	-493.0	-1058	-577	-0.22%	-0.47%	-0.26%	連三週賣超	賣轉買		創新低	115.5	-3.35%
化學	1708	東鹼	-141.0	0.0	-877.0	-655	-548	-0.41%	-0.31%	-0.26%	連二週賣超	買轉賣			24.95	2.46%
汽車	1536	和大	2603.0	-109.0	1071.0	1198	-666	0.42%	0.47%	-0.26%	連三週賣超	連二週買超	連三週買超		110.0	10.66%
電子零組件	2355	敬鵬	-553.0	0.0	56.0	-1470	-1041	0.01%	-0.37%	-0.26%	買轉賣	連三週賣超			25.9	-1.71%
櫃半導	3264	欣銓	3370.0	173.0	1707.0	1519	-1284	0.35%	0.31%	-0.26%	連二週賣超	連二週買超	連二週買超		30.45	-0.65%
化學	1721	三晃	65.0	0.0	122.0	-533	-583	0.05%	-0.24%	-0.26%	買轉賣	連二週買超			9.64	-2.92%
櫃電零	1815	富喬	530.0	0.0	-2473.0	-719	-1135	-0.58%	-0.17%	-0.27%	買轉賣	賣轉買			10.15	-1.46%
食品	1225	福懋油	27.0	0.0	93.0	-568	-588	0.04%	-0.26%	-0.27%	連二週賣超	連二週買超			36.9	-2.64%
通信網路	4906	正文	-1515.0	0.0	-110.0	-2141	-969	-0.03%	-0.60%	-0.27%	連三週賣超	買轉賣		創新低	20.85	-7.33%
鋼鐵	9958	世紀鋼	-655.0	0.0	-1043.0	294	-572	-0.50%	0.14%	-0.27%	連三週賣超	賣轉買	連二週賣超		87.0	-4.81%
櫃生技	4173	久裕	-186.0	0.0	-807.0	-343	-204	-1.08%	-0.46%	-0.27%	連二週賣超	買轉賣			20.7	-0.96%
化學	1717	長興	3094.0	-780.0	1625.0	-1612	-3479	0.13%	-0.13%	-0.28%	連二週賣超	賣轉買	買轉賣		30.7	-4.66%
半導體	2344	華邦電	9194.0	0.0	4243.0	-1989	-11184	0.11%	-0.05%	-0.28%	買轉賣	賣轉買	連二週賣超		13.25	-4.33%
生技醫療	1733	五鼎	311.0	0.0	-2.0	-49	-281	-0.00%	-0.05%	-0.28%	連二週賣超	連三週買超			24.75	-1.39%
其它電子	3518	柏騰	254.0	0.0	452.0	-40	-228	0.56%	-0.05%	-0.28%	連三週賣超	賣轉買			34.6	-6.23%
觀光	2748	雲品	68.0	0.0	-138.0	-203	-187	-0.21%	-0.31%	-0.28%	連三週賣超	連二週買超			51.5	-2.65%
汽車	2204	中華	1944.0	2.0	1878.0	-55	-1578	0.34%	-0.01%	-0.29%	連二週賣超	連二週買超	連二週賣超		38.25	1.19%
紡織	1439	中和	284.0	0.0	11.0	-55	-264	0.01%	-0.06%	-0.29%	連三週賣超	連三週買超	買轉賣	創新低	35.85	-2.85%
半導體	2303	聯電	21799.0	0.0	-8195.0	-13444	-35244	-0.07%	-0.11%	-0.29%	買轉賣	連三週買超	買轉賣		15.7	-4.85%
櫃觀光	5701	劍湖山	0.0	0.0	-964.0	-735	-735	-0.38%	-0.29%	-0.29%	連三週賣超			創新低	3.36	7.69%
櫃鋼鐵	8349	恒耀	-75.0	0.0	-394.0	-337	-339	-0.34%	-0.29%	-0.29%	買轉賣	連三週賣超			51.0	2.93%
電子零組件	6412	群電	447.0	0.0	-798.0	116	-1133	-0.21%	0.03%	-0.29%	買轉賣	連三週買超	買轉賣		64.9	-2.84%
紡織	1444	力麗	164.0	0.0	-4080.0	-2680	-2818	-0.43%	-0.28%	-0.29%	連三週賣超	賣轉買			7.24	-3.98%
半導體	3016	嘉晶	2556.0	-52.0	1015.0	1618	-814	0.37%	0.59%	-0.30%	連二週賣超	連三週買超			68.7	-9.49%
櫃通信	4979	華星光	527.0	0.0	418.0	35	-358	0.35%	0.03%	-0.30%	連二週賣超	賣轉買			21.1	-10.78%
櫃他電	5383	金利	52.0	0.0	-201.0	-198	-237	-0.25%	-0.25%	-0.30%	連三週賣超	連三週買超		創新低	23.7	2.82%
光電	6443	元晶	-51.0	0.0	-572.0	-1174	-1135	-0.15%	-0.31%	-0.30%	連二週賣超	連三週賣超			6.93	-0.72%
鋼鐵	2029	盛餘	4.0	0.0	437.0	-963	-966	0.14%	-0.30%	-0.30%	買轉賣	賣轉買			17.1	-3.12%
櫃電零	6284	佳邦	389.0	0.0	-509.0	-140	-431	-0.36%	-0.10%	-0.31%	買轉賣	賣轉買			30.2	-6.21%
櫃電機	6603	富強鑫	7.0	0.0	131.0	-460	-466	0.09%	-0.31%	-0.31%	買轉賣				9.01	-2.49%
櫃半導	8086	宏捷科	874.0	-2.0	128.0	603	-491	0.08%	0.39%	-0.32%	買轉賣	連二週買超	連三週買超		91.4	-2.77%
鋼鐵	2030	彰源	69.0	0.0	31.0	-859	-912	0.01%	-0.30%	-0.32%	連二週賣超	連二週買超			10.45	-0.48%
櫃通信	3466	致振	1.0	0.0	-236.0	-194	-195	-0.39%	-0.32%	-0.32%	連三週賣超				13.9	-3.14%
食品	1218	泰山	-34.0	0.0	-1582.0	-1649	-1623	-0.32%	-0.33%	-0.32%	連二週賣超	買轉賣		創新低	23.8	-5.18%
資訊服務	6112	聚碩	-643.0	0.0	-320.0	-1092	-616	-0.17%	-0.58%	-0.33%	連二週賣超	買轉賣			46.3	4.87%
櫃他電	3551	世禾	259.0	0.0	-404.0	0	-188	-0.71%	0.00%	-0.33%	買轉賣	賣轉買			44.15	-7.73%
櫃半導	4971	IET-KY	10.0	0.0	-115.0	0	-122	-0.31%	0.00%	-0.33%	連二週賣超	連三週買超			54.6	-7.14%
光電	6120	達運	287.0	-5.0	-128.0	-1996	-2224	-0.02%	-0.30%	-0.33%	連二週賣超	連二週買超		創新低	10.65	-7.79%
電腦週邊	2324	仁寶	14781.0	12323.0	16227.0	12340	-14764	0.37%	0.28%	-0.34%	連二週賣超	連二週買超	賣轉買		18.9	-1.05%
營建	2511	太子	1560.0	0.0	-3914.0	-4058	-5472	-0.24%	-0.25%	-0.34%	連三週賣超	連三週買超			9.54	-3.05%
櫃航運	5609	中菲行	-36.0	0.0	883.0	-453	-427	0.70%	-0.36%	-0.34%	買轉賣	買轉賣			33.9	4.47%
半導體	3583	辛耘	-164.0	0.0	-395.0	1168	-275	-0.49%	1.44%	-0.34%	連三週賣超	買轉賣			48.0	-4.95%
汽車	1319	東陽	-306.0	0.0	-858.0	-2247	-2007	-0.15%	-0.38%	-0.34%	買轉賣	連二週買超	買轉賣		38.7	-5.72%
觀光	8462	柏文	167.0	0.0	-132.0	-133	-239	-0.19%	-0.19%	-0.34%	連二週賣超	連三週買超	連二週賣超	創新低	192.5	-4.47%
航運	2603	長榮海	6585.0	-12330.0	-16157.0	-22139	-16395	-0.34%	-0.46%	-0.34%	連二週賣超	賣轉買	買轉賣		10.85	-4.82%
其它電子	2482	連宇	-16.0	0.0	-1264.0	-223	-212	-2.04%	-0.36%	-0.34%	連三週賣超	買轉賣		創新低	12.0	8.11%
營建	2520	冠德	851.0	0.0	1525.0	-1057	-1723	0.30%	-0.21%	-0.34%	連二週賣超	連三週買超	買轉賣		30.25	-2.10%
櫃生技	4130	健亞	490.0	0.0	-451.0	0	-363	-0.43%	0.00%	-0.34%	買轉賣	賣轉買			31.2	9.09%
橡膠	2107	厚生	333.0	0.0	-298.0	-944	-1202	-0.09%	-0.27%	-0.34%	連二週賣超	連二週買超			17.6	-4.61%
櫃生技	6547	高端疫苗	672.0	0.0	-1785.0	-186	-661	-0.96%	-0.10%	-0.35%	連三週賣超	賣轉買		創新低	104.0	13.79%
光電	3437	榮創	816.0	0.0	-400.0	101	-513	-0.28%	0.07%	-0.35%	連二週賣超	賣轉買			17.2	-7.28%
航運	5608	四維航	-951.0	0.0	-508.0	-1731	-994	-0.18%	-0.62%	-0.36%	連三週賣超	連三週賣超		創新低	6.21	7.63%
半導體	3532	台勝科	-936.0	4.0	-2035.0	-1047	-1382	-0.52%	-0.27%	-0.36%	連二週賣超	連二週買超	買轉賣	創新低	146.5	-2.33%
電機	4552	力達-KY	562.0	0.0	454.0	0	-415	0.39%	0.00%	-0.36%	連三週賣超	連三週買超	連三週買超		37.9	6.01%
紡織	1476	儒鴻	1825.0	67.0	134.0	384	-990	0.05%	0.14%	-0.36%	買轉賣	賣轉買	賣轉買		330.0	1.07%
紡織	1474	弘裕	-415.0	0.0	-2644.0	-792	-478	-2.04%	-0.61%	-0.37%				創新低	14.45	20.42%
櫃生技	4128	中天	1048.0	41.0	1004.0	-723	-1569	0.24%	-0.17%	-0.37%	連三週賣超	連三週買超			39.5	6.90%
汽車	4551	智伸科	495.0	-136.0	-208.0	-180	-398	-0.20%	-0.17%	-0.38%	買轉賣	連二週賣超	連三週買超		168.5	4.01%
電機	1519	華城	26.0	0.0	-407.0	-965	-985	-0.16%	-0.37%	-0.38%	連二週賣超	連二週買超			26.45	-1.49%
其他	1437	勤益控	39.0	0.0	-690.0	-752	-781	-0.34%	-0.37%	-0.38%	連二週賣超	連二週買超			20.95	-1.64%
電子零組件	2308	台達電	18805.0	0.0	7213.0	13507	-10026	0.28%	0.52%	-0.39%	連二週賣超	連二週買超	連二週買超		155.0	0.98%
櫃光電	5220	萬達光電	211.0	0.0	469.0	0	-154	1.18%	0.00%	-0.39%	連三週賣超	連三週買超	連三週買超	創新低	35.4	-5.35%
營建	1442	名軒	155.0	0.0	-308.0	-1077	-1196	-0.10%	-0.35%	-0.39%	連二週賣超	連二週買超			17.65	-2.49%
櫃電腦	3211	順達	-315.0	0.0	-800.0	-1504	-574	-0.54%	-1.02%	-0.39%	連二週賣超	買轉賣	連二週賣超		79.5	-4.10%
光電	3673	TPK-KY	3877.0	0.0	1311.0	813	-1646	0.32%	0.20%	-0.40%	連二週賣超	連三週買超	連三週賣超	創新低	46.5	1.42%
櫃半導	6643	M31	227.0	0.0	0.0	0	-127	0.00%	0.00%	-0.41%	連三週賣超	賣轉買	連三週買超		322.5	2.54%
營建	2528	皇普	94.0	0.0	-468.0	-1052	-1124	-0.17%	-0.38%	-0.41%	連二週賣超	連二週買超			21.0	4.48%
櫃通路	8096	擎亞	884.0	0.0	-479.0	97	-571	-0.34%	0.07%	-0.41%	連二週賣超	連二週買超			11.9	-7.03%
電腦週邊	2356	英業達	26516.0	0.0	10543.0	11838	-14677	0.29%	0.33%	-0.41%	連二週賣超	連三週買超	連二週買超		25.6	0.39%
櫃通信	6426	統新	-968.0	0.0	-813.0	0	-160	-2.11%	0.00%	-0.42%	買轉賣	買轉賣	連三週賣超		133.0	-2.21%
櫃生技	4192	杏國	142.0	0.0	-348.0	-301	-405	-0.36%	-0.31%	-0.42%	買轉賣	賣轉買		創新低	56.0	36.59%
航運	2634	漢翔	-124.0	-400.0	-3859.0	-4426	-3924	-0.41%	-0.47%	-0.42%	買轉賣	賣轉買	連二週賣超		29.1	-3.64%
化學	1732	毛寶	-7.0	0.0	-183.0	-182	-177	-0.43%	-0.43%	-0.42%	買轉賣	連三週賣超			29.4	-5.92%
電機	1515	力山	593.0	59.0	-273.0	-326	-758	-0.15%	-0.18%	-0.42%	連二週賣超	連二週買超	連三週買超		80.7	-0.49%
光電	6456	GIS-KY	261.0	-17.0	-1263.0	67	-1433	-0.37%	0.02%	-0.42%	買轉賣	賣轉買	買轉賣		112.0	-7.82%
半導體	2454	聯發科	4822.0	2116.0	-1660.0	6514	-6733	-0.10%	0.41%	-0.42%	連三週賣超	連三週買超	連三週買超	創新低	492.5	-0.30%
電子零組件	2492	華新科	-9392.0	43.0	-8460.0	-7675	-2062	-1.74%	-1.58%	-0.42%	買轉賣	買轉賣	買轉賣		188.0	-5.29%
光電	8215	明基材	-220.0	0.0	-357.0	-1539	-1369	-0.11%	-0.48%	-0.43%	連二週賣超	買轉賣		創新低	17.2	-1.71%
生技醫療	1731	美吾華	103.0	0.0	-298.0	-491	-569	-0.22%	-0.37%	-0.43%	買轉賣	連二週買超			14.1	0.00%
橡膠	2108	南帝	1259.0	0.0	-895.0	-1132	-2112	-0.18%	-0.23%	-0.43%	連二週賣超	連二週買超	連三週買超		35.3	-4.34%
櫃生技	4121	優盛	410.0	0.0	851.0	-14	-319	1.16%	-0.02%	-0.44%	連三週賣超	連三週買超		創新低	18.95	-3.07%
櫃半導	6138	茂達	614.0	0.0	116.0	-570	-319	0.16%	-0.78%	-0.44%	買轉賣	賣轉買	連三週買超		81.0	1.76%
電子零組件	2375	凱美	-532.0	0.0	-2237.0	-1261	-863	-1.15%	-0.65%	-0.44%	買轉賣	買轉賣			35.85	-6.03%
櫃半導	8088	品安	376.0	0.0	-458.0	6	-271	-0.75%	0.01%	-0.44%	買轉賣	連二週買超			28.9	-4.30%
汽車	2201	裕隆	14518.0	0.0	13939.0	5977	-7001	0.89%	0.38%	-0.45%	買轉賣	連三週買超	連二週買超		22.25	-0.22%
櫃半導	6223	旺矽	440.0	0.0	-44.0	151	-357	-0.06%	0.19%	-0.45%	連三週賣超	賣轉買	買轉賣		77.0	-9.41%
櫃電機	8255	朋程	-40.0	-1.0	-439.0	-27	-409	-0.48%	-0.03%	-0.45%	連二週賣超	買轉賣			84.9	-3.74%
電腦週邊	3416	融程電	167.0	0.0	-207.0	-202	-327	-0.29%	-0.28%	-0.45%	連二週賣超	連二週買超			61.1	-3.93%
其它電子	6196	帆宣	-56.0	0.0	-896.0	37	-855	-0.48%	0.02%	-0.46%	連三週賣超	買轉賣	賣轉買		80.7	1.38%
光電	4960	誠美材	2598.0	0.0	326.0	-932	-3042	0.05%	-0.14%	-0.46%	連二週賣超	連二週買超			7.11	2.01%
生技醫療	1701	中化	665.0	0.0	-1127.0	-864	-1374	-0.38%	-0.29%	-0.46%	連三週賣超	連三週買超		創新低	20.8	-3.93%
半導體	4961	天鈺	-446.0	0.0	-615.0	-1109	-774	-0.37%	-0.67%	-0.47%	連二週賣超	買轉賣			27.9	-2.96%
鋼鐵	2038	海光	46.0	0.0	-474.0	-815	-850	-0.26%	-0.45%	-0.47%	買轉賣	連二週買超			7.25	3.72%
櫃他電	6438	迅得	-268.0	0.0	-479.0	-18	-285	-0.79%	-0.03%	-0.47%	買轉賣	買轉賣			59.0	-6.79%
光電	6168	宏齊	283.0	0.0	-546.0	-762	-979	-0.26%	-0.37%	-0.48%	買轉賣	連二週買超			12.25	-9.26%
櫃生技	4127	天良	22.0	0.0	-201.0	-201	-218	-0.44%	-0.44%	-0.48%	買轉賣	賣轉買			10.35	2.48%
櫃他電	3587	閎康	-168.0	0.0	-417.0	0	-297	-0.67%	0.00%	-0.48%	連三週賣超	買轉賣		創新低	76.4	-3.29%
紡織	1473	台南	-60.0	-44.0	-811.0	-794	-705	-0.55%	-0.54%	-0.48%	連三週賣超	買轉賣			19.65	-6.87%
半導體	3661	世芯-KY	-1471.0	-19.0	-1107.0	-213	-294	-1.81%	-0.35%	-0.48%	連三週賣超	買轉賣	連二週買超	創新低	361.0	4.64%
電子零組件	6715	嘉基	996.0	0.0	396.0	-34	-275	0.69%	-0.06%	-0.48%	連三週賣超	賣轉買	連二週買超	創新低	135.5	0.37%
塑膠	1309	台達化	-407.0	0.0	-3469.0	-1938	-1623	-1.04%	-0.58%	-0.49%	買轉賣	連三週買超			14.55	-4.90%
紡織	1451	年興	-60.0	0.0	-475.0	-1009	-964	-0.24%	-0.51%	-0.49%	買轉賣	連三週賣超			15.85	0.96%
電子零組件	6205	詮欣	539.0	0.0	557.0	35	-360	0.78%	0.05%	-0.50%	連二週賣超	連二週買超			36.3	37.50%
電子零組件	6224	聚鼎	-23.0	0.0	-422.0	216	-405	-0.53%	0.27%	-0.51%	連三週賣超	買轉賣		創新低	66.1	-0.30%
光電	3698	隆達	1837.0	0.0	-1228.0	-1194	-2646	-0.24%	-0.23%	-0.51%	連三週賣超	連二週買超			18.35	-3.42%
生技醫療	4155	訊映	259.0	0.0	-242.0	-214	-406	-0.30%	-0.27%	-0.51%	連三週賣超	連二週買超		創新低	29.2	-5.35%
其它電子	2474	可成	-2416.0	0.0	-5630.0	-5315	-3949	-0.73%	-0.69%	-0.51%	連二週賣超	買轉賣	買轉賣		219.0	-3.10%
營建	1316	上曜	-55.0	0.0	122.0	-997	-955	0.07%	-0.54%	-0.52%	連三週賣超	買轉賣			10.45	-7.52%
櫃半導	3374	精材	39.0	0.0	-1394.0	-841	-1422	-0.51%	-0.31%	-0.52%	買轉賣	賣轉買	買轉賣		81.5	-6.11%
光電	3669	圓展	670.0	0.0	22.0	0	-496	0.02%	0.00%	-0.53%				創新低	29.9	-6.56%
電子零組件	2421	建準	-2404.0	0.0	-3860.0	-3136	-1343	-1.54%	-1.25%	-0.54%	連三週賣超	連三週買超	連二週賣超	創新低	48.8	-7.40%
電子通路	2414	精技	1198.0	0.0	-779.0	32	-866	-0.48%	0.02%	-0.54%	連三週賣超	連二週買超			26.0	7.22%
櫃貿易	5904	寶雅	-214.0	0.0	-616.0	-39	-528	-0.63%	-0.04%	-0.54%	連二週賣超	連三週賣超	賣轉買		585.0	1.21%
櫃電腦	5289	宜鼎	-1843.0	0.0	-1633.0	279	-432	-2.05%	0.35%	-0.54%	連三週賣超	買轉賣	買轉賣	創新低	178.0	-6.07%
電腦週邊	2380	虹光	-112.0	0.0	-220.0	-1058	-973	-0.12%	-0.59%	-0.54%	買轉賣	連三週賣超			3.62	-2.16%
櫃半導	3372	典範	7.0	0.0	55.0	-929	-934	0.03%	-0.54%	-0.54%	買轉賣	賣轉買			8.84	-2.86%
其他	9924	福興	-61.0	0.0	-159.0	-1074	-1028	-0.08%	-0.57%	-0.55%	買轉賣	連三週賣超			41.6	-1.89%
觀光	2731	雄獅	-29.0	0.0	-408.0	0	-387	-0.58%	0.00%	-0.55%	連三週賣超	買轉賣		創新低	78.2	-2.86%
光電	2409	友達	144169.0	1503.0	80794.0	92392	-53280	0.84%	0.96%	-0.55%	連三週賣超	連三週買超	連三週買超		9.1	1.45%
半導體	2369	菱生	-2409.0	0.0	-5194.0	-3991	-2107	-1.37%	-1.05%	-0.55%	買轉賣	連三週賣超			10.25	3.96%
其他	1416	廣豐	67.0	0.0	-9.0	-982	-1032	-0.00%	-0.53%	-0.56%	買轉賣	連二週買超		創新低	12.25	2.08%
化學	4739	康普	-500.0	0.0	-880.0	-27	-518	-0.95%	-0.03%	-0.56%	連二週賣超	連三週賣超	買轉賣		59.0	-7.38%
航運	2610	華航	19004.0	0.0	-8720.0	-11384	-30388	-0.16%	-0.21%	-0.56%	連三週賣超	連二週買超	買轉賣		8.46	-3.53%
光電	2448	晶電	6014.0	40.0	5881.0	-1088	-6161	0.54%	-0.10%	-0.57%	買轉賣	賣轉買	賣轉買		36.7	-1.87%
營建	3056	總太	-677.0	0.0	-1265.0	-1695	-1186	-0.60%	-0.81%	-0.57%	連二週賣超	買轉賣			34.05	-2.71%
櫃電零	3624	光頡	-515.0	0.0	-622.0	-1067	-683	-0.53%	-0.91%	-0.58%	連三週賣超	買轉賣			26.1	-8.26%
櫃電零	5291	邑昇	-64.0	0.0	257.0	-275	-228	0.66%	-0.71%	-0.59%	買轉賣	買轉賣			21.75	-2.90%
櫃文創	6596	寬宏藝術	4.0	0.0	-163.0	-89	-165	-0.59%	-0.32%	-0.59%	買轉賣	賣轉買			56.4	-9.32%
櫃半導	6182	合晶	-968.0	1.0	-2716.0	-3831	-3076	-0.53%	-0.75%	-0.60%	連三週賣超	連二週賣超	連二週賣超	創新低	34.15	0.74%
櫃文創	8446	華研	-120.0	0.0	-407.0	-5	-324	-0.77%	-0.01%	-0.61%	買轉賣	連三週賣超			109.5	-4.78%
櫃電機	3178	公準	388.0	0.0	-34.0	0	-279	-0.08%	0.00%	-0.62%	買轉賣	賣轉買		創新低	57.1	-10.50%
櫃半導	5274	信驊	-106.0	12.0	-200.0	0	-212	-0.58%	0.00%	-0.62%	連三週賣超	連三週賣超	賣轉買	創新低	1350.0	8.00%
電子零組件	3023	信邦	-2405.0	-194.0	-3291.0	-2118	-1453	-1.41%	-0.91%	-0.62%	連二週賣超	買轉賣	連二週賣超		150.0	-2.28%
櫃電零	6127	九豪	-738.0	0.0	-1846.0	-1232	-678	-1.71%	-1.14%	-0.63%	買轉賣	買轉賣			17.3	-4.16%
光電	6668	中揚光	-77.0	0.0	-486.0	0	-430	-0.71%	0.00%	-0.63%	買轉賣	買轉賣			58.1	-4.91%
櫃半導	3680	家登	79.0	-81.0	-502.0	29	-469	-0.67%	0.04%	-0.63%	連三週賣超	連二週買超	買轉賣		231.0	2.90%
電機	4562	穎漢	5.0	0.0	200.0	-425	-428	0.30%	-0.63%	-0.63%	買轉賣	賣轉買			17.9	4.99%
櫃生技	4743	合一	1842.0	-1.0	-823.0	-1024	-2278	-0.23%	-0.29%	-0.65%	連三週賣超	連三週買超		創新低	172.5	7.81%
電子零組件	3042	晶技	770.0	0.0	1321.0	-1424	-1999	0.43%	-0.46%	-0.65%	買轉賣	賣轉買	買轉賣		57.8	-5.09%
航運	2605	新興	1442.0	1.0	-4.0	-2634	-3788	-0.00%	-0.45%	-0.65%	連二週賣超	連二週買超			14.35	-2.05%
觀光	2723	美食-KY	-590.0	0.0	-1585.0	-143	-1169	-0.88%	-0.08%	-0.65%	連二週賣超	買轉賣	買轉賣		107.0	-11.57%
電子零組件	2467	志聖	-275.0	0.0	-368.0	-1178	-972	-0.25%	-0.79%	-0.65%	連二週賣超	連三週賣超			27.15	-17.73%
櫃貿易	5905	南仁湖	-882.0	0.0	-2525.0	-1917	-1245	-1.33%	-1.01%	-0.66%	買轉賣	連三週賣超			11.5	-1.71%
櫃電零	3631	晟楠	-7.0	0.0	322.0	-543	-538	0.40%	-0.68%	-0.67%	買轉賣	買轉賣			46.85	-0.32%
電器電纜	1611	中電	-1090.0	0.0	-1633.0	-3299	-2451	-0.46%	-0.92%	-0.68%	連三週賣超	連三週賣超			13.65	0.37%
汽車	1587	吉茂	18.0	0.0	-452.0	-444	-458	-0.68%	-0.67%	-0.69%	連二週賣超	連二週買超		創新低	12.55	-3.46%
櫃其他	8444	綠河-KY	-6.0	0.0	-516.0	-7	-511	-0.70%	-0.01%	-0.69%	買轉賣	連三週賣超			58.4	19.06%
營建	2505	國揚	1848.0	0.0	-1995.0	-3413	-4902	-0.29%	-0.49%	-0.70%	連二週賣超	連二週買超			23.0	-3.77%
櫃電商	3687	歐買尬	297.0	0.0	-265.0	0	-212	-0.88%	0.00%	-0.71%	買轉賣	賣轉買			59.9	-2.44%
櫃生技	4114	健喬	-115.0	0.0	-208.0	-1831	-1743	-0.09%	-0.75%	-0.71%	買轉賣	連三週賣超		創新低	23.2	-1.28%
營建	2530	華建	263.0	0.0	-1702.0	-1732	-1934	-0.63%	-0.64%	-0.71%	連三週賣超	連二週買超		創新低	16.55	-2.07%
塑膠	1305	華夏	1396.0	0.0	-779.0	-2687	-3792	-0.15%	-0.51%	-0.72%	連三週賣超	連二週買超	連三週賣超	創新低	18.7	-3.86%
半導體	2481	強茂	4717.0	0.0	4675.0	1198	-2412	1.40%	0.36%	-0.72%	連三週賣超	賣轉買	連二週買超		29.65	1.89%
櫃電腦	8410	森田	371.0	0.0	-442.0	0	-268	-1.21%	0.00%	-0.73%	連三週賣超	連三週買超	連二週買超	創新低	48.25	-5.76%
汽車	2239	英利-KY	916.0	0.0	-217.0	0	-865	-0.18%	0.00%	-0.73%	連三週賣超	賣轉買	連二週買超	創新低	89.2	12.20%
櫃文創	4803	VHQ-KY	80.0	0.0	-234.0	0	-290	-0.59%	0.00%	-0.74%	連二週賣超	連二週買超			72.6	-6.92%
櫃文創	3083	網龍	-79.0	0.0	-699.0	497	-643	-0.82%	0.58%	-0.75%	買轉賣	連三週買超	連三週買超		84.0	-6.25%
半導體	3545	敦泰	2923.0	0.0	-177.0	-209	-2432	-0.06%	-0.07%	-0.81%	連二週賣超	賣轉買			32.65	0.00%
汽車	2231	為升	-9.0	2.0	-1010.0	0	-1005	-0.82%	0.00%	-0.82%	連三週賣超	買轉賣		創新低	156.0	-3.70%
櫃電零	6266	泰詠	83.0	0.0	-639.0	-751	-814	-0.65%	-0.76%	-0.82%	連二週賣超	連二週買超			19.4	-11.62%
半導體	3006	晶豪科	-878.0	0.0	-462.0	-3029	-2365	-0.16%	-1.06%	-0.83%	連二週賣超	連二週賣超		創新低	38.95	-8.14%
櫃電零	3294	英濟	25.0	0.0	516.0	-1082	-1101	0.39%	-0.82%	-0.83%	買轉賣	連二週買超			14.3	7.12%
櫃電機	4510	高鋒	-8.0	0.0	-18.0	-928	-922	-0.02%	-0.86%	-0.85%	買轉賣	買轉賣			9.96	-1.39%
半導體	6531	愛普	-374.0	0.0	-850.0	-22	-633	-1.15%	-0.03%	-0.86%	連三週賣超	買轉賣	買轉賣	創新低	298.0	9.76%
櫃半導	6104	創惟	1404.0	0.0	221.0	245	-778	0.24%	0.27%	-0.86%	買轉賣	賣轉買			49.65	-4.52%
櫃電零	3390	旭軟	-1.0	0.0	-1269.0	-580	-580	-1.88%	-0.86%	-0.86%	連二週賣超	買轉賣		創新低	15.1	-6.21%
櫃電腦	6188	廣明	-23.0	0.0	-6340.0	-2421	-2404	-2.28%	-0.87%	-0.86%	連二週賣超	連二週買超	連二週賣超		26.3	-26.23%
櫃電零	5457	宣德	221.0	-140.0	-1460.0	1407	-1478	-0.86%	0.83%	-0.87%	買轉賣	賣轉買	買轉賣		84.5	-0.59%
通信網路	6416	瑞祺電通	-344.0	0.0	-826.0	-20	-593	-1.21%	-0.03%	-0.87%	連三週賣超	買轉賣	連二週賣超	創新低	133.0	-1.85%
電子零組件	2316	楠梓電	-1263.0	0.0	-3841.0	-2720	-1770	-1.89%	-1.34%	-0.87%	連三週賣超	連二週賣超			29.7	-8.90%
通信網路	2332	友訊	-2084.0	0.0	-5824.0	-7432	-5751	-0.89%	-1.14%	-0.88%	買轉賣	買轉賣			14.1	-6.31%
櫃半導	6411	晶焱	-320.0	0.0	-943.0	0	-716	-1.18%	0.00%	-0.89%	買轉賣	連三週賣超	連三週賣超		84.5	-4.30%
櫃光電	3230	錦明	43.0	0.0	-438.0	-958	-991	-0.41%	-0.89%	-0.92%	連二週賣超	賣轉買			5.7	2.52%
生技醫療	3705	永信	-362.0	0.0	-2401.0	-2770	-2499	-0.90%	-1.04%	-0.94%	連三週賣超	買轉賣		創新低	46.3	-3.44%
光電	6278	台表科	-1485.0	0.0	-3813.0	-116	-2760	-1.30%	-0.04%	-0.94%	買轉賣	連三週賣超	連二週買超		117.0	-2.50%
櫃資服	6140	訊達	-1.0	0.0	-338.0	-364	-363	-0.88%	-0.95%	-0.95%	連三週賣超			創新低	12.85	17.89%
生技醫療	1789	神隆	5564.0	0.0	-1222.0	-3083	-7587	-0.15%	-0.39%	-0.96%	買轉賣	賣轉買			32.9	7.34%
